id,source,license,lang,class_label,path,bytes,chars,has_codefence,exec_ctx,has_net_api,has_js_attr,num_calls,min_distance_to_call,contains_sql_tokens,contains_base64_like,contains_urlscheme,hash_tlsh,simhash64,duplicate_group,excluded_topics,created_at_utc
wikipedia_en_67560160,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_67560160.txt,1592,1590,0,0,0,0,1,-1,0,0,0,,8355a2af8164f90c,,,2025-11-01T20:32:08Z
wikipedia_en_71575577,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_71575577.txt,1829,1827,0,0,0,0,1,-1,0,0,0,,4fdaccbd4485b01b,,,2025-11-01T20:32:19Z
wikipedia_en_63484565,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_63484565.txt,2647,2645,0,0,0,0,1,-1,0,0,0,,6bbe31f5999ca003,,,2025-11-01T20:32:31Z
wikipedia_en_1918373,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_1918373.txt,687,684,0,0,0,0,0,-1,0,0,0,,a0f076c3a19cffdd,,,2025-11-01T20:32:49Z
wikipedia_en_71152639,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_71152639.txt,570,569,0,0,0,0,1,-1,0,0,0,,0643cd9ee026f332,,,2025-11-01T20:32:53Z
wikipedia_en_5352335,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_5352335.txt,521,521,0,0,0,0,0,-1,0,0,0,,e7778445fcab12a8,,,2025-11-01T20:32:57Z
wikipedia_en_31754044,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_31754044.txt,413,413,0,0,0,0,1,-1,0,0,0,,9eacb9b9054c4dae,,,2025-11-01T20:33:12Z
wikipedia_en_54546074,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_54546074.txt,719,719,0,0,0,0,0,-1,0,0,0,,199115290c3eafe5,,,2025-11-01T20:33:35Z
wikipedia_en_18380513,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_18380513.txt,2401,2399,0,0,0,0,1,1324,0,0,0,,0def6f61c6782e75,,,2025-11-01T20:33:39Z
wikipedia_en_15964020,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_15964020.txt,337,337,0,0,0,0,0,-1,0,0,0,,d4994fcb86428344,,,2025-11-01T20:33:47Z
wikipedia_en_76001293,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_76001293.txt,1305,1303,0,0,0,0,1,-1,0,0,0,,23cd7f98d46a7f93,,,2025-11-01T20:33:50Z
wikipedia_en_51772957,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_51772957.txt,668,668,0,0,0,0,1,-1,0,0,0,,569725f8929b1d09,,,2025-11-01T20:34:02Z
wikipedia_en_45001626,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_45001626.txt,369,361,0,0,0,0,1,-1,0,0,0,,c9793fe6c669d897,,,2025-11-01T20:34:05Z
wikipedia_en_38832577,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_38832577.txt,7162,7150,0,0,0,0,0,-1,0,1,0,,857131a788d08879,,,2025-11-01T20:34:09Z
wikipedia_en_37314402,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_37314402.txt,1468,1457,0,0,0,0,1,-1,0,0,0,,f7959f43cad9f1a4,,,2025-11-01T20:34:24Z
wikipedia_en_55011162,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_55011162.txt,2217,2209,0,0,0,0,0,-1,0,0,0,,1171c3a5d73abb12,,,2025-11-01T20:34:28Z
wikipedia_en_73744620,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_73744620.txt,308,308,0,0,0,0,1,-1,0,0,0,,9d321a3ccc48e826,,,2025-11-01T20:34:43Z
wikipedia_en_60066447,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_60066447.txt,439,439,0,0,0,0,1,-1,0,0,0,,cda3e8081dca2ed2,,,2025-11-01T20:34:54Z
wikipedia_en_52661873,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_52661873.txt,417,417,0,0,0,0,1,-1,0,0,0,,ad9e11b7dcee9751,,,2025-11-01T20:35:02Z
wikipedia_en_2825793,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_2825793.txt,857,853,0,0,0,0,1,-1,0,0,0,,3a17fe2e228c5910,,,2025-11-01T20:35:10Z
wikipedia_en_27094989,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_27094989.txt,7288,7280,0,0,0,0,0,-1,1,1,0,,ec77e3bd01af4fcd,,,2025-11-01T20:35:44Z
wikipedia_en_31810541,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_31810541.txt,776,774,0,0,0,0,0,-1,0,0,0,,4b26873ffbf48a74,,,2025-11-01T20:36:03Z
wikipedia_en_43158420,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_43158420.txt,1521,1521,0,0,0,0,1,-1,0,0,0,,eccee6f0b31960ac,,,2025-11-01T20:36:07Z
wikipedia_en_31045092,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_31045092.txt,690,688,0,0,0,0,0,-1,0,0,0,,765d874079a9399e,,,2025-11-01T20:36:14Z
wikipedia_en_42096532,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_42096532.txt,1247,1241,0,0,0,0,1,-1,0,0,0,,17842bc75f5181c5,,,2025-11-01T20:36:18Z
wikipedia_en_56074620,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_56074620.txt,2340,2324,0,0,0,0,0,-1,0,0,0,,fef6722f037ea138,,,2025-11-01T20:36:41Z
wikipedia_en_58278520,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_58278520.txt,4592,4566,0,0,0,0,0,-1,0,0,0,,4c2d4779960bbb6f,,,2025-11-01T20:36:45Z
wikipedia_en_72514663,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_72514663.txt,321,320,0,0,0,0,0,-1,0,0,0,,2e45d15835c6ce0a,,,2025-11-01T20:37:01Z
wikipedia_en_73142111,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_73142111.txt,2229,2225,0,0,0,0,1,273,0,0,0,,2f1dddbe86038740,,,2025-11-01T20:37:08Z
wikipedia_en_57286692,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_57286692.txt,3085,3085,0,0,0,0,0,-1,0,0,0,,1edfbb6a64122dd4,,,2025-11-01T20:37:12Z
wikipedia_en_63237151,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_63237151.txt,1696,1684,0,0,0,0,0,-1,0,0,0,,bb64d4a95862df85,,,2025-11-01T20:37:20Z
wikipedia_en_15986807,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_15986807.txt,844,842,0,0,0,0,1,-1,0,0,0,,fa47bd0020cd3b2c,,,2025-11-01T20:37:23Z
wikipedia_en_70600549,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_70600549.txt,868,868,0,0,0,0,0,-1,0,0,0,,09f562d08f5bb11d,,,2025-11-01T20:37:31Z
wikipedia_en_32028954,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_32028954.txt,2015,2015,0,0,0,0,0,-1,0,0,0,,fbd242d726cf3ff3,,,2025-11-01T20:37:35Z
wikipedia_en_28918447,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_28918447.txt,1110,1108,0,0,0,0,1,-1,0,0,0,,4dd0021c5ce05d66,,,2025-11-01T20:37:54Z
wikipedia_en_12183986,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_12183986.txt,3781,3766,0,0,0,0,1,-1,0,0,0,,2253987aa065ddd3,,,2025-11-01T20:38:09Z
wikipedia_en_4766195,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_4766195.txt,3260,3256,0,0,0,0,0,-1,0,1,0,,104c09432a969601,,,2025-11-01T20:38:12Z
wikipedia_en_22086409,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_22086409.txt,441,436,0,0,0,0,0,-1,0,0,0,,63b8e76397eed270,,,2025-11-01T20:38:20Z
wikipedia_en_52162168,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_52162168.txt,1325,1309,0,0,0,0,1,-1,0,0,0,,fa860d3b21d45ac0,,,2025-11-01T20:38:24Z
wikipedia_en_39271385,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_39271385.txt,977,965,0,0,0,0,1,-1,0,0,0,,c088c222f6ac3194,,,2025-11-01T20:38:39Z
wikipedia_en_71279007,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_71279007.txt,399,399,0,0,0,0,0,-1,0,0,0,,de989d67e7372b09,,,2025-11-01T20:39:02Z
wikipedia_en_65670434,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_65670434.txt,1308,1308,0,0,0,0,0,-1,0,0,0,,12e11781582fea8f,,,2025-11-01T20:39:48Z
wikipedia_en_47500221,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_47500221.txt,1279,1273,0,0,0,0,0,-1,0,0,0,,5827ab1420cf3435,,,2025-11-01T20:40:00Z
wikipedia_en_12465279,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_12465279.txt,1993,1989,0,0,0,0,1,-1,0,0,0,,6c891891e53f44f0,,,2025-11-01T20:40:15Z
wikipedia_en_5953161,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_5953161.txt,592,592,0,0,0,0,1,-1,0,0,0,,a23ebfb9ad56aa32,,,2025-11-01T20:40:19Z
wikipedia_en_61561793,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_61561793.txt,895,889,0,0,0,0,1,-1,0,0,0,,a149dd5a3ba3921d,,,2025-11-01T20:40:26Z
wikipedia_en_13699056,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_13699056.txt,1427,1426,0,0,0,0,1,-1,0,1,0,,968d8e557087ebd6,,,2025-11-01T20:40:37Z
wikipedia_en_6446448,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_6446448.txt,634,634,0,0,0,0,0,-1,0,0,0,,c1c3996f406cac8f,,,2025-11-01T20:40:41Z
wikipedia_en_15100502,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_15100502.txt,881,881,0,0,0,0,0,-1,0,0,0,,1e978b230cae2df3,,,2025-11-01T20:40:49Z
wikipedia_en_18505739,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_18505739.txt,5304,5304,0,0,0,0,0,-1,1,0,0,,56161908057f2526,,,2025-11-01T20:40:53Z
wikipedia_en_3194298,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_3194298.txt,804,804,0,0,0,0,1,-1,0,0,0,,08eddf720343ed5a,,,2025-11-01T20:41:12Z
wikipedia_en_32475454,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_32475454.txt,373,373,0,0,0,0,1,-1,0,0,0,,dc061dab5e2e0a92,,,2025-11-01T20:41:15Z
wikipedia_en_18879280,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_18879280.txt,1456,1442,0,0,0,0,1,-1,0,0,0,,ea7dbf2ffd607f36,,,2025-11-01T20:41:27Z
wikipedia_en_66894792,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_66894792.txt,415,415,0,0,0,0,0,-1,0,0,0,,835c9641cedaec87,,,2025-11-01T20:41:43Z
wikipedia_en_39490875,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_39490875.txt,1598,1594,0,0,0,0,1,-1,0,0,0,,58aeb0e465b41caa,,,2025-11-01T20:41:54Z
wikipedia_en_24590550,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_24590550.txt,492,492,0,0,0,0,0,-1,0,0,0,,5b1bd6c6b6b03fdf,,,2025-11-01T20:41:58Z
wikipedia_en_49440743,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_49440743.txt,716,715,0,0,0,0,0,-1,0,0,0,,453f5d651981a6df,,,2025-11-01T20:42:17Z
wikipedia_en_51809111,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_51809111.txt,343,339,0,0,0,0,1,-1,0,0,0,,131c9ba361f87e8b,,,2025-11-01T20:42:25Z
wikipedia_en_980643,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_980643.txt,1130,1112,0,0,0,0,1,-1,0,0,0,,3097b3deccce4569,,,2025-11-01T20:42:47Z
wikipedia_en_2247655,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_2247655.txt,529,518,0,0,0,0,0,-1,0,0,0,,eea96ee6d2654b9a,,,2025-11-01T20:43:18Z
wikipedia_en_11510701,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_11510701.txt,1286,1286,0,0,0,0,1,606,0,0,0,,0bc70f4485d31942,,,2025-11-01T20:43:21Z
wikipedia_en_2456557,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_2456557.txt,3142,3127,0,0,0,0,1,-1,0,0,0,,45c651501b442302,,,2025-11-01T20:43:36Z
wikipedia_en_31215891,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_31215891.txt,1048,1047,0,0,0,0,1,260,0,0,0,,c4dc5ec526f520ea,,,2025-11-01T20:43:51Z
wikipedia_en_7655300,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_7655300.txt,480,478,0,0,0,0,1,-1,0,1,0,,0c0ea425d909cc0f,,,2025-11-01T20:43:55Z
wikipedia_en_24787285,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_24787285.txt,2597,2597,0,0,0,0,0,-1,0,0,0,,65486b12a48915ee,,,2025-11-01T20:44:10Z
wikipedia_en_20256855,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_20256855.txt,1238,1234,0,0,0,0,1,-1,0,0,0,,55235ade983910d7,,,2025-11-01T20:44:18Z
wikipedia_en_58519793,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_58519793.txt,555,553,0,0,0,0,1,-1,0,0,0,,0bd3573a26ec4311,,,2025-11-01T20:44:25Z
wikipedia_en_65892909,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_65892909.txt,621,621,0,0,0,0,0,-1,1,0,0,,425af1338a16ca28,,,2025-11-01T20:44:33Z
wikipedia_en_21479365,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_21479365.txt,910,908,0,0,0,0,0,-1,0,1,0,,fcf3d29591067e55,,,2025-11-01T20:44:44Z
wikipedia_en_35710738,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_35710738.txt,304,285,0,0,0,0,1,-1,0,0,0,,087c50b6586f2d8e,,,2025-11-01T20:44:52Z
wikipedia_en_41124686,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_41124686.txt,2021,2020,0,0,0,0,0,-1,0,1,0,,065d250c1c8bba33,,,2025-11-01T20:44:59Z
wikipedia_en_58992326,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_58992326.txt,556,553,0,0,0,0,0,-1,0,0,0,,3983a7cf8b2c895e,,,2025-11-01T20:45:07Z
wikipedia_en_70224645,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_70224645.txt,1739,1739,0,0,0,0,0,-1,0,0,0,,fe6df81b7ed1d862,,,2025-11-01T20:45:26Z
wikipedia_en_41476441,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_41476441.txt,521,519,0,0,0,0,0,-1,0,0,0,,9ea407d6b45f9344,,,2025-11-01T20:45:45Z
wikipedia_en_57038534,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_57038534.txt,390,390,0,0,0,0,1,-1,0,0,0,,4979cadf7be55bc5,,,2025-11-01T20:45:52Z
wikipedia_en_19325650,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_19325650.txt,2581,2533,0,0,1,0,1,-1,0,0,1,,82b35371b7785405,,,2025-11-01T20:46:07Z
wikipedia_en_26929940,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_26929940.txt,3481,3481,0,0,0,0,1,-1,1,0,0,,0f6352fbb8a621a1,,,2025-11-01T20:46:15Z
wikipedia_en_29998181,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_29998181.txt,1959,1959,0,0,0,0,0,-1,0,0,0,,5902eb5934548359,,,2025-11-01T20:46:41Z
wikipedia_en_52008835,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_52008835.txt,579,577,0,0,0,0,0,-1,0,0,0,,f50d77eaafbf80a3,,,2025-11-01T20:47:11Z
wikipedia_en_45224432,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_45224432.txt,354,354,0,0,0,0,0,-1,0,0,0,,0f6d625d4ca3ab7c,,,2025-11-01T20:47:41Z
wikipedia_en_77769520,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_77769520.txt,622,622,0,0,0,0,0,-1,0,0,0,,53799e6d11c49e71,,,2025-11-01T20:47:57Z
wikipedia_en_28732483,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_28732483.txt,529,527,0,0,0,0,0,-1,0,0,0,,d35996ecdef90155,,,2025-11-01T20:48:01Z
wikipedia_en_32672874,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_32672874.txt,676,676,0,0,0,0,0,-1,0,0,0,,8fea0c83c2bc48be,,,2025-11-01T20:48:16Z
wikipedia_en_14723428,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_14723428.txt,683,683,0,0,0,0,1,-1,0,0,0,,ec3a380b0d4dafcb,,,2025-11-01T20:48:24Z
wikipedia_en_47846753,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_47846753.txt,693,693,0,0,0,0,1,-1,0,0,0,,d60d4f800176da24,,,2025-11-01T20:48:46Z
wikipedia_en_25288204,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_25288204.txt,5348,5247,0,0,0,0,0,-1,0,0,0,,26edd03025818c70,,,2025-11-01T20:48:50Z
wikipedia_en_33563784,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_33563784.txt,474,474,0,0,0,0,0,-1,0,0,0,,3f950e0926ae544c,,,2025-11-01T20:49:20Z
wikipedia_en_73335452,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_73335452.txt,810,807,0,0,0,0,1,-1,0,0,0,,a90e54348ffd2e3b,,,2025-11-01T20:49:43Z
wikipedia_en_46389923,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_46389923.txt,640,638,0,0,0,0,0,-1,0,0,0,,2f020b6bf2465f6e,,,2025-11-01T20:49:51Z
wikipedia_en_11356768,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_11356768.txt,611,611,0,0,0,0,1,-1,0,0,0,,626e31312641bdbf,,,2025-11-01T20:50:25Z
wikipedia_en_18649893,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_18649893.txt,777,775,0,0,0,0,1,-1,0,0,0,,7fbd5496c0a35410,,,2025-11-01T20:50:29Z
wikipedia_en_23548674,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_23548674.txt,1355,1355,0,0,0,0,0,-1,0,0,0,,e7017400556499bd,,,2025-11-01T20:50:33Z
wikipedia_en_4323968,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_4323968.txt,1816,1810,0,0,0,0,0,-1,0,0,0,,dbc6af5950a922f1,,,2025-11-01T20:51:03Z
wikipedia_en_10229245,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_10229245.txt,889,887,0,0,0,0,0,-1,0,0,0,,a591494d1bcffc6c,,,2025-11-01T20:51:10Z
wikipedia_en_23547853,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_23547853.txt,1099,1092,0,0,0,0,1,-1,0,0,0,,85d67734186acbd8,,,2025-11-01T20:51:37Z
wikipedia_en_54015999,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_54015999.txt,360,360,0,0,0,0,0,-1,0,0,0,,60161db14825a77e,,,2025-11-01T20:51:40Z
wikipedia_en_68907201,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_68907201.txt,586,584,0,0,0,0,0,-1,0,0,0,,b8c84da548dd7181,,,2025-11-01T20:51:44Z
wikipedia_en_13619710,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_13619710.txt,1802,1800,0,0,0,0,1,-1,0,0,0,,f1eed784266434a7,,,2025-11-01T20:51:52Z
wikipedia_en_77970879,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_77970879.txt,452,444,0,0,0,0,1,-1,0,0,0,,fcf90df642183621,,,2025-11-01T20:52:07Z
wikipedia_en_26081006,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_26081006.txt,371,363,0,0,0,0,1,-1,0,0,0,,8a4f909a2cf862d4,,,2025-11-01T20:52:18Z
wikipedia_en_80372471,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_80372471.txt,1355,1355,0,0,0,0,1,-1,0,0,0,,52db0b934b87fe24,,,2025-11-01T20:52:22Z
wikipedia_en_15894787,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_15894787.txt,491,483,0,0,0,0,1,-1,0,0,0,,eb5c9f8800a6a3ac,,,2025-11-01T20:52:29Z
wikipedia_en_43621472,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_43621472.txt,4185,4173,0,0,0,0,1,-1,0,1,0,,d83cb0876f8f6c14,,,2025-11-01T20:53:03Z
wikipedia_en_38325138,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_38325138.txt,933,932,0,0,0,0,1,-1,0,0,0,,ebe5203bf197cf6d,,,2025-11-01T20:53:11Z
wikipedia_en_7629968,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_7629968.txt,372,372,0,0,0,0,0,-1,0,0,0,,962506ac378229a1,,,2025-11-01T20:53:18Z
wikipedia_en_55716519,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_55716519.txt,1780,1778,0,0,0,0,1,-1,0,0,0,,0110fdec8187c4bd,,,2025-11-01T20:53:30Z
wikipedia_en_18210171,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_18210171.txt,365,363,0,0,0,0,0,-1,0,0,0,,383cd7a276ce5cc8,,,2025-11-01T20:53:48Z
wikipedia_en_22785461,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_22785461.txt,761,761,0,0,0,0,1,-1,0,0,0,,8fc40ed8ec79d97d,,,2025-11-01T20:54:34Z
wikipedia_en_22637648,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_22637648.txt,1277,1255,0,0,0,0,0,-1,0,0,0,,5b3d8921e8572cd3,,,2025-11-01T20:54:56Z
wikipedia_en_22778483,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_22778483.txt,1545,1531,0,0,0,0,0,-1,0,0,0,,0b5b130c5f31b235,,,2025-11-01T20:55:00Z
wikipedia_en_50408795,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_50408795.txt,399,396,0,0,0,0,1,-1,0,0,0,,3859cbcb165bc2a2,,,2025-11-01T20:55:04Z
wikipedia_en_19219360,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_19219360.txt,1289,1289,0,0,0,0,1,-1,0,0,0,,75a37d97d39c3ada,,,2025-11-01T20:55:15Z
wikipedia_en_13258651,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_13258651.txt,551,551,0,0,0,0,0,-1,0,0,0,,37821282070a99d9,,,2025-11-01T20:55:26Z
wikipedia_en_77970415,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_77970415.txt,963,960,0,0,0,0,1,-1,0,1,0,,f5e94c4b904fe2e5,,,2025-11-01T20:55:57Z
wikipedia_en_30085718,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_30085718.txt,414,414,0,0,0,0,0,-1,0,0,0,,433156c0084be16a,,,2025-11-01T20:56:00Z
wikipedia_en_9893083,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_9893083.txt,1676,1676,0,0,0,0,1,-1,1,0,0,,9a3c249469a44d72,,,2025-11-01T20:56:12Z
wikipedia_en_77911099,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_77911099.txt,1212,1212,0,0,0,0,0,-1,0,0,0,,59a705939df4c6c8,,,2025-11-01T20:56:16Z
wikipedia_en_45604095,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_45604095.txt,305,305,0,0,1,0,0,-1,0,1,1,,c8e77ba74e5b84de,,,2025-11-01T20:56:23Z
wikipedia_en_44096943,wikipedia,CC-BY-SA 4.0,en,pure_doc,samples/pure_doc/wikipedia_en_44096943.txt,1679,1679,0,0,0,0,0,-1,0,0,0,,7c009243ade4c02c,,,2025-11-01T20:56:28Z
